"activity"	"subject"	"value"
"853"	"tBodyGyroJerk-mean()-Y"	11	-0.0493914065474684
"854"	"tBodyGyroJerk-mean()-Z"	11	-0.0480140167267405
"855"	"tBodyGyroJerk-std()-X"	11	-0.781738140601266
"856"	"tBodyGyroJerk-std()-Y"	11	-0.868377254082279
"857"	"tBodyGyroJerk-std()-Z"	11	-0.795490882468354
"858"	"tBodyGyroJerkMag-mean()"	11	-0.826829028481013
"859"	"tBodyGyroJerkMag-std()"	11	-0.866905012626582
"860"	"tBodyGyroMag-mean()"	11	-0.628367851066456
"861"	"tBodyGyroMag-std()"	11	-0.696771378957911
"862"	"tGravityAcc-mean()-X"	11	0.730526184936709
"863"	"tGravityAcc-mean()-Y"	11	0.0527387028613924
"864"	"tGravityAcc-mean()-Z"	11	0.140209861246835
"865"	"tGravityAcc-std()-X"	11	-0.975394457689873
"866"	"tGravityAcc-std()-Y"	11	-0.957138770727848
"867"	"tGravityAcc-std()-Z"	11	-0.956812000411392
"868"	"tGravityAccMag-mean()"	11	-0.542825032813608
"869"	"tGravityAccMag-std()"	11	-0.612882270912658
"870"	"fBodyAcc-mean()-X"	12	-0.578920210879375
"871"	"fBodyAcc-mean()-Y"	12	-0.523287078731563
"872"	"fBodyAcc-mean()-Z"	12	-0.7266403145
"873"	"fBodyAcc-meanFreq()-X"	12	-0.183738216351156
"874"	"fBodyAcc-meanFreq()-Y"	12	0.0444598424159375
"875"	"fBodyAcc-meanFreq()-Z"	12	0.0689109866546875
"876"	"fBodyAcc-std()-X"	12	-0.586922577889687
"877"	"fBodyAcc-std()-Y"	12	-0.553076639139062
"878"	"fBodyAcc-std()-Z"	12	-0.709983235125
"879"	"fBodyAccJerk-mean()-X"	12	-0.599109317756219
"880"	"fBodyAccJerk-mean()-Y"	12	-0.591296422972219
"881"	"fBodyAccJerk-mean()-Z"	12	-0.7754265825625
"882"	"fBodyAccJerk-meanFreq()-X"	12	-0.046619864264875
"883"	"fBodyAccJerk-meanFreq()-Y"	12	-0.204694170128437
"884"	"fBodyAccJerk-meanFreq()-Z"	12	-0.097564019993875
"885"	"fBodyAccJerk-std()-X"	12	-0.602960063359688
"886"	"fBodyAccJerk-std()-Y"	12	-0.579168053712969
"887"	"fBodyAccJerk-std()-Z"	12	-0.80858300040625
"888"	"fBodyAccMag-mean()"	12	-0.55928367746625
"889"	"fBodyAccMag-meanFreq()"	12	0.0755926577467031
"890"	"fBodyAccMag-std()"	12	-0.65053328158
"891"	"fBodyBodyAccJerkMag-mean()"	12	-0.564239194378438
"892"	"fBodyBodyAccJerkMag-meanFreq()"	12	0.126323612300937
"893"	"fBodyBodyAccJerkMag-std()"	12	-0.571614888155312
"894"	"fBodyBodyGyroJerkMag-mean()"	12	-0.78990285099375
"895"	"fBodyBodyGyroJerkMag-meanFreq()"	12	0.0705873609285625
"896"	"fBodyBodyGyroJerkMag-std()"	12	-0.7973614576875
"897"	"fBodyBodyGyroMag-mean()"	12	-0.717311676745625
"898"	"fBodyBodyGyroMag-meanFreq()"	12	-0.0455357170932187
"899"	"fBodyBodyGyroMag-std()"	12	-0.719438065809375
"900"	"fBodyGyro-mean()-X"	12	-0.661246826087188
"901"	"fBodyGyro-mean()-Y"	12	-0.74479814778125
"902"	"fBodyGyro-mean()-Z"	12	-0.657369914584375
"903"	"fBodyGyro-meanFreq()-X"	12	-0.084349829508125
"904"	"fBodyGyro-meanFreq()-Y"	12	-0.107309871566031
"905"	"fBodyGyro-meanFreq()-Z"	12	-0.064849391596875
"906"	"fBodyGyro-std()-X"	12	-0.750393858303125
"907"	"fBodyGyro-std()-Y"	12	-0.7334567315
"908"	"fBodyGyro-std()-Z"	12	-0.70823315425
"909"	"tBodyAcc-mean()-X"	12	0.27360872421875
"910"	"tBodyAcc-mean()-Y"	12	-0.018337204411489
"911"	"tBodyAcc-mean()-Z"	12	-0.106649116775
"912"	"tBodyAcc-std()-X"	12	-0.583962207065
"913"	"tBodyAcc-std()-Y"	12	-0.522040023435
"914"	"tBodyAcc-std()-Z"	12	-0.699293531365625
"915"	"tBodyAccJerk-mean()-X"	12	0.070430311315625
"916"	"tBodyAccJerk-mean()-Y"	12	0.0053115377979375
"917"	"tBodyAccJerk-mean()-Z"	12	0.0003081123684
"918"	"tBodyAccJerk-std()-X"	12	-0.582418267596875
"919"	"tBodyAccJerk-std()-Y"	12	-0.571359817082031
"920"	"tBodyAccJerk-std()-Z"	12	-0.79262193625
"921"	"tBodyAccJerkMag-mean()"	12	-0.6300504918575
"922"	"tBodyAccJerkMag-std()"	12	-0.566365683597188
"923"	"tBodyAccMag-mean()"	12	-0.559586545675313
"924"	"tBodyAccMag-std()"	12	-0.5743864944925
"925"	"tBodyGyro-mean()-X"	12	-0.0628663472537188
"926"	"tBodyGyro-mean()-Y"	12	-0.0592027333975
"927"	"tBodyGyro-mean()-Z"	12	0.0960742146838125
"928"	"tBodyGyro-std()-X"	12	-0.727881704983125
"929"	"tBodyGyro-std()-Y"	12	-0.73506282621875
"930"	"tBodyGyro-std()-Z"	12	-0.671057678528125
"931"	"tBodyGyroJerk-mean()-X"	12	-0.0731134377315625
"932"	"tBodyGyroJerk-mean()-Y"	12	-0.043678823491875
"933"	"tBodyGyroJerk-mean()-Z"	12	-0.0574585039485312
"934"	"tBodyGyroJerk-std()-X"	12	-0.709726149496875
"935"	"tBodyGyroJerk-std()-Y"	12	-0.8112325993125
"936"	"tBodyGyroJerk-std()-Z"	12	-0.749351860259375
"937"	"tBodyGyroJerkMag-mean()"	12	-0.77729447821875
"938"	"tBodyGyroJerkMag-std()"	12	-0.7863865328125
"939"	"tBodyGyroMag-mean()"	12	-0.63166805889875
"940"	"tBodyGyroMag-std()"	12	-0.68485805678325
"941"	"tGravityAcc-mean()-X"	12	0.69922245131875
"942"	"tGravityAcc-mean()-Y"	12	0.029976775735
"943"	"tGravityAcc-mean()-Z"	12	0.0330295544910625
"944"	"tGravityAcc-std()-X"	12	-0.96738343446875
"945"	"tGravityAcc-std()-Y"	12	-0.9605729084375
"946"	"tGravityAcc-std()-Z"	12	-0.9468085636875
"947"	"tGravityAccMag-mean()"	12	-0.559586545675313
"948"	"tGravityAccMag-std()"	12	-0.5743864944925
"949"	"fBodyAcc-mean()-X"	13	-0.638817912651682
"950"	"fBodyAcc-mean()-Y"	13	-0.493467193137125
"951"	"fBodyAcc-mean()-Z"	13	-0.629736258731804
"952"	"fBodyAcc-meanFreq()-X"	13	-0.222056646711315
"953"	"fBodyAcc-meanFreq()-Y"	13	-0.0348311463927523
"954"	"fBodyAcc-meanFreq()-Z"	13	0.0487260271941896
"955"	"fBodyAcc-std()-X"	13	-0.620602036452599
"956"	"fBodyAcc-std()-Y"	13	-0.462584458627829
"957"	"fBodyAcc-std()-Z"	13	-0.599036895271407
"958"	"fBodyAccJerk-mean()-X"	13	-0.66008217407156
"959"	"fBodyAccJerk-mean()-Y"	13	-0.603340489937615
"960"	"fBodyAccJerk-mean()-Z"	13	-0.710831730361468
"961"	"fBodyAccJerk-meanFreq()-X"	13	-0.0241961823456881
"962"	"fBodyAccJerk-meanFreq()-Y"	13	-0.238328546685321
"963"	"fBodyAccJerk-meanFreq()-Z"	13	-0.120605488176024
"964"	"fBodyAccJerk-std()-X"	13	-0.649606227431844
"965"	"fBodyAccJerk-std()-Y"	13	-0.562129866937645
"966"	"fBodyAccJerk-std()-Z"	13	-0.744823539571865
"967"	"fBodyAccMag-mean()"	13	-0.589928108599083
"968"	"fBodyAccMag-meanFreq()"	13	0.0849475684648318
"969"	"fBodyAccMag-std()"	13	-0.665344858593272
"970"	"fBodyBodyAccJerkMag-mean()"	13	-0.607295296423853
"971"	"fBodyBodyAccJerkMag-meanFreq()"	13	0.182861249947095
"972"	"fBodyBodyAccJerkMag-std()"	13	-0.617075473106453
"973"	"fBodyBodyGyroJerkMag-mean()"	13	-0.712054366504281
"974"	"fBodyBodyGyroJerkMag-meanFreq()"	13	0.157417463421743
"975"	"fBodyBodyGyroJerkMag-std()"	13	-0.733183567759939
"976"	"fBodyBodyGyroMag-mean()"	13	-0.652225306544343
"977"	"fBodyBodyGyroMag-meanFreq()"	13	0.0625891805875841
"978"	"fBodyBodyGyroMag-std()"	13	-0.691915161336391
"979"	"fBodyGyro-mean()-X"	13	-0.65864242140581
"980"	"fBodyGyro-mean()-Y"	13	-0.647152817899388
"981"	"fBodyGyro-mean()-Z"	13	-0.620471226529052
"982"	"fBodyGyro-meanFreq()-X"	13	-0.112645469406422
"983"	"fBodyGyro-meanFreq()-Y"	13	-0.0806130190608563
"984"	"fBodyGyro-meanFreq()-Z"	13	-0.00505036969339144
"985"	"fBodyGyro-std()-X"	13	-0.734657989051988
"986"	"fBodyGyro-std()-Y"	13	-0.650623558847401
"987"	"fBodyGyro-std()-Z"	13	-0.685774481529052
"988"	"tBodyAcc-mean()-X"	13	0.275895876198777
"989"	"tBodyAcc-mean()-Y"	13	-0.0176504796070948
"990"	"tBodyAcc-mean()-Z"	13	-0.109135285550765
"991"	"tBodyAcc-std()-X"	13	-0.624844460199083
"992"	"tBodyAcc-std()-Y"	13	-0.448816097853364
"993"	"tBodyAcc-std()-Z"	13	-0.587230562129052
"994"	"tBodyAccJerk-mean()-X"	13	0.0794393034550306
"995"	"tBodyAccJerk-mean()-Y"	13	0.00387961953328135
"996"	"tBodyAccJerk-mean()-Z"	13	-0.0123485923641621
"997"	"tBodyAccJerk-std()-X"	13	-0.638889532599083
"998"	"tBodyAccJerk-std()-Y"	13	-0.569700547488012
"999"	"tBodyAccJerk-std()-Z"	13	-0.728452966311927
"1000"	"tBodyAccJerkMag-mean()"	13	-0.625466938809174
"1001"	"tBodyAccJerkMag-std()"	13	-0.610248540269939
"1002"	"tBodyAccMag-mean()"	13	-0.539871637249541
"1003"	"tBodyAccMag-std()"	13	-0.597230982062691
"1004"	"tBodyGyro-mean()-X"	13	-0.0562470618980061
"1005"	"tBodyGyro-mean()-Y"	13	-0.0616613787494801
"1006"	"tBodyGyro-mean()-Z"	13	0.098866059686422
"1007"	"tBodyGyro-std()-X"	13	-0.715109859672783
"1008"	"tBodyGyro-std()-Y"	13	-0.645728612088685
"1009"	"tBodyGyro-std()-Z"	13	-0.643337285033639
"1010"	"tBodyGyroJerk-mean()-X"	13	-0.0881182379434251
"1011"	"tBodyGyroJerk-mean()-Y"	13	-0.0440836605146789
"1012"	"tBodyGyroJerk-mean()-Z"	13	-0.0582718748712538
"1013"	"tBodyGyroJerk-std()-X"	13	-0.715772980189602
"1014"	"tBodyGyroJerk-std()-Y"	13	-0.718988591831804
"1015"	"tBodyGyroJerk-std()-Z"	13	-0.712716428498471
"1016"	"tBodyGyroJerkMag-mean()"	13	-0.712745036012232
"1017"	"tBodyGyroJerkMag-std()"	13	-0.712056186747706
"1018"	"tBodyGyroMag-mean()"	13	-0.581215403184709
"1019"	"tBodyGyroMag-std()"	13	-0.636364939544342
"1020"	"tGravityAcc-mean()-X"	13	0.709996516908257
"1021"	"tGravityAcc-mean()-Y"	13	-0.0420858101162079
"1022"	"tGravityAcc-mean()-Z"	13	0.0443010536786239
"1023"	"tGravityAcc-std()-X"	13	-0.967268063455658
"1024"	"tGravityAcc-std()-Y"	13	-0.953540716850153
"1025"	"tGravityAcc-std()-Z"	13	-0.938727880275229
"1026"	"tGravityAccMag-mean()"	13	-0.539871637249541
"1027"	"tGravityAccMag-std()"	13	-0.597230982062691
"1028"	"fBodyAcc-mean()-X"	14	-0.619513271851703
"1029"	"fBodyAcc-mean()-Y"	14	-0.455237617000929
"1030"	"fBodyAcc-mean()-Z"	14	-0.440650672343653
"1031"	"fBodyAcc-meanFreq()-X"	14	-0.319171141631269
"1032"	"fBodyAcc-meanFreq()-Y"	14	-0.15308350824613
"1033"	"fBodyAcc-meanFreq()-Z"	14	-0.107844299474303
"1034"	"fBodyAcc-std()-X"	14	-0.609406374110062
"1035"	"fBodyAcc-std()-Y"	14	-0.376829989404644
"1036"	"fBodyAcc-std()-Z"	14	-0.275013722171486
"1037"	"fBodyAccJerk-mean()-X"	14	-0.654385009392879
"1038"	"fBodyAccJerk-mean()-Y"	14	-0.598699531399381
"1039"	"fBodyAccJerk-mean()-Z"	14	-0.618712162187307
"1040"	"fBodyAccJerk-meanFreq()-X"	14	-0.148657336754489
"1041"	"fBodyAccJerk-meanFreq()-Y"	14	-0.305355379229102
"1042"	"fBodyAccJerk-meanFreq()-Z"	14	-0.239200679844272
"1043"	"fBodyAccJerk-std()-X"	14	-0.661460356953251
"1044"	"fBodyAccJerk-std()-Y"	14	-0.60215894382322
"1045"	"fBodyAccJerk-std()-Z"	14	-0.694424996467802
"1046"	"fBodyAccMag-mean()"	14	-0.490874179820433
"1047"	"fBodyAccMag-meanFreq()"	14	-0.0600681274123529
"1048"	"fBodyAccMag-std()"	14	-0.548269930770588
"1049"	"fBodyBodyAccJerkMag-mean()"	14	-0.596896308848452
"1050"	"fBodyBodyAccJerkMag-meanFreq()"	14	0.137239545472136
"1051"	"fBodyBodyAccJerkMag-std()"	14	-0.619215144539319
"1052"	"fBodyBodyGyroJerkMag-mean()"	14	-0.717590101802972
"1053"	"fBodyBodyGyroJerkMag-meanFreq()"	14	0.0907579516695975
"1054"	"fBodyBodyGyroJerkMag-std()"	14	-0.760560087962848
"1055"	"fBodyBodyGyroMag-mean()"	14	-0.543030528985449
"1056"	"fBodyBodyGyroMag-meanFreq()"	14	-0.138544755393189
"1057"	"fBodyBodyGyroMag-std()"	14	-0.516930495917399
"1058"	"fBodyGyro-mean()-X"	14	-0.699166400749226
"1059"	"fBodyGyro-mean()-Y"	14	-0.50463317018839
"1060"	"fBodyGyro-mean()-Z"	14	-0.42391821438452
"1061"	"fBodyGyro-meanFreq()-X"	14	-0.241341060754489
"1062"	"fBodyGyro-meanFreq()-Y"	14	-0.345434763249536
"1063"	"fBodyGyro-meanFreq()-Z"	14	-0.212818474897214
"1064"	"fBodyGyro-std()-X"	14	-0.740052209854489
"1065"	"fBodyGyro-std()-Y"	14	-0.348864187370186
"1066"	"fBodyGyro-std()-Z"	14	-0.407672097170898
"1067"	"tBodyAcc-mean()-X"	14	0.270184596009288
"1068"	"tBodyAcc-mean()-Y"	14	-0.0162548178510526
"1069"	"tBodyAcc-mean()-Z"	14	-0.100985935692074
"1070"	"tBodyAcc-std()-X"	14	-0.611671118216099
"1071"	"tBodyAcc-std()-Y"	14	-0.374730765205077
"1072"	"tBodyAcc-std()-Z"	14	-0.29354271467452
"1073"	"tBodyAccJerk-mean()-X"	14	0.0741757467665015
"1074"	"tBodyAccJerk-mean()-Y"	14	0.00443682723817957
"1075"	"tBodyAccJerk-mean()-Z"	14	-0.00253044692473994
"1076"	"tBodyAccJerk-std()-X"	14	-0.641964198633003
"1077"	"tBodyAccJerk-std()-Y"	14	-0.586459622773684
"1078"	"tBodyAccJerk-std()-Z"	14	-0.656855586102105
"1079"	"tBodyAccJerkMag-mean()"	14	-0.608973420309907
"1080"	"tBodyAccJerkMag-std()"	14	-0.605144269857245
"1081"	"tBodyAccMag-mean()"	14	-0.453262620331889
"1082"	"tBodyAccMag-std()"	14	-0.474058613408978
"1083"	"tBodyGyro-mean()-X"	14	0.000253671358297214
"1084"	"tBodyGyro-mean()-Y"	14	-0.0954921154823529
"1085"	"tBodyGyro-mean()-Z"	14	0.0606712446996904
"1086"	"tBodyGyro-std()-X"	14	-0.728661379340557
"1087"	"tBodyGyro-std()-Y"	14	-0.398959362766099
"1088"	"tBodyGyro-std()-Z"	14	-0.364478192502167
"1089"	"tBodyGyroJerk-mean()-X"	14	-0.107556127062003
"1090"	"tBodyGyroJerk-mean()-Y"	14	-0.0433200489340217
"1091"	"tBodyGyroJerk-mean()-Z"	14	-0.0450693836894427
"1092"	"tBodyGyroJerk-std()-X"	14	-0.7862917325387
"1093"	"tBodyGyroJerk-std()-Y"	14	-0.6979155314613
"1094"	"tBodyGyroJerk-std()-Z"	14	-0.638299064788854
"1095"	"tBodyGyroJerkMag-mean()"	14	-0.700520939854799
"1096"	"tBodyGyroJerkMag-std()"	14	-0.727023009383901
"1097"	"tBodyGyroMag-mean()"	14	-0.416459776709257
"1098"	"tBodyGyroMag-std()"	14	-0.471486714606811
"1099"	"tGravityAcc-mean()-X"	14	0.672081224882353
"1100"	"tGravityAcc-mean()-Y"	14	-0.111701388781115
"1101"	"tGravityAcc-mean()-Z"	14	-0.161179728291022
"1102"	"tGravityAcc-std()-X"	14	-0.941245714736842
"1103"	"tGravityAcc-std()-Y"	14	-0.942377305312693
"1104"	"tGravityAcc-std()-Z"	14	-0.915927846160991
"1105"	"tGravityAccMag-mean()"	14	-0.453262620331889
"1106"	"tGravityAccMag-std()"	14	-0.474058613408978
"1107"	"fBodyAcc-mean()-X"	15	-0.583772317445122
"1108"	"fBodyAcc-mean()-Y"	15	-0.507735205778384
"1109"	"fBodyAcc-mean()-Z"	15	-0.741745724698171
"1110"	"fBodyAcc-meanFreq()-X"	15	-0.218637119967988
"1111"	"fBodyAcc-meanFreq()-Y"	15	0.0505085375937378
"1112"	"fBodyAcc-meanFreq()-Z"	15	0.0424519595017988
"1113"	"fBodyAcc-std()-X"	15	-0.547150855443902
"1114"	"fBodyAcc-std()-Y"	15	-0.501568435233384
"1115"	"fBodyAcc-std()-Z"	15	-0.711431340356707
"1116"	"fBodyAccJerk-mean()-X"	15	-0.643469519361585
"1117"	"fBodyAccJerk-mean()-Y"	15	-0.609408057377744
"1118"	"fBodyAccJerk-mean()-Z"	15	-0.805543465588415
"1119"	"fBodyAccJerk-meanFreq()-X"	15	-0.0490273566650701
"1120"	"fBodyAccJerk-meanFreq()-Y"	15	-0.197408729697561
"1121"	"fBodyAccJerk-meanFreq()-Z"	15	-0.0737834470521341
"1122"	"fBodyAccJerk-std()-X"	15	-0.637655155092835
"1123"	"fBodyAccJerk-std()-Y"	15	-0.605854882622652
"1124"	"fBodyAccJerk-std()-Z"	15	-0.845111060762195
"1125"	"fBodyAccMag-mean()"	15	-0.562948391223628
"1126"	"fBodyAccMag-meanFreq()"	15	0.0614279187379573
"1127"	"fBodyAccMag-std()"	15	-0.623655618198171
"1128"	"fBodyBodyAccJerkMag-mean()"	15	-0.614817605125915
"1129"	"fBodyBodyAccJerkMag-meanFreq()"	15	0.1584042182
"1130"	"fBodyBodyAccJerkMag-std()"	15	-0.643101167069512
"1131"	"fBodyBodyGyroJerkMag-mean()"	15	-0.83680189402439
"1132"	"fBodyBodyGyroJerkMag-meanFreq()"	15	0.0955564233589329
"1133"	"fBodyBodyGyroJerkMag-std()"	15	-0.849634463841463
"1134"	"fBodyBodyGyroMag-mean()"	15	-0.732394493841463
"1135"	"fBodyBodyGyroMag-meanFreq()"	15	-0.149680864646374
"1136"	"fBodyBodyGyroMag-std()"	15	-0.695346839682927
"1137"	"fBodyGyro-mean()-X"	15	-0.664354428856402
"1138"	"fBodyGyro-mean()-Y"	15	-0.760711411006098
"1139"	"fBodyGyro-mean()-Z"	15	-0.711194539920732
"1140"	"fBodyGyro-meanFreq()-X"	15	-0.143256673841646
"1141"	"fBodyGyro-meanFreq()-Y"	15	-0.222137469043902
"1142"	"fBodyGyro-meanFreq()-Z"	15	-0.0579760577340244
"1143"	"fBodyGyro-std()-X"	15	-0.709336168176829
"1144"	"fBodyGyro-std()-Y"	15	-0.684504735744512
"1145"	"fBodyGyro-std()-Z"	15	-0.751696527195122
"1146"	"tBodyAcc-mean()-X"	15	0.27821340725
"1147"	"tBodyAcc-mean()-Y"	15	-0.016464484771311
"1148"	"tBodyAcc-mean()-Z"	15	-0.112563587594512
"1149"	"tBodyAcc-std()-X"	15	-0.556541173089329
"1150"	"tBodyAcc-std()-Y"	15	-0.481679537956006
"1151"	"tBodyAcc-std()-Z"	15	-0.705706623868902
"1152"	"tBodyAccJerk-mean()-X"	15	0.0776897411304878
"1153"	"tBodyAccJerk-mean()-Y"	15	0.00489392052706402
"1154"	"tBodyAccJerk-mean()-Z"	15	-0.00440993190077744
"1155"	"tBodyAccJerk-std()-X"	15	-0.624055782158537
"1156"	"tBodyAccJerk-std()-Y"	15	-0.594312678045091
"1157"	"tBodyAccJerk-std()-Z"	15	-0.825820881576219
"1158"	"tBodyAccJerkMag-mean()"	15	-0.654799694757531
"1159"	"tBodyAccJerkMag-std()"	15	-0.625660376546646
"1160"	"tBodyAccMag-mean()"	15	-0.527285352000488
"1161"	"tBodyAccMag-std()"	15	-0.557147874176037
"1162"	"tBodyGyro-mean()-X"	15	-0.0281278780610671
"1163"	"tBodyGyro-mean()-Y"	15	-0.075878845519878
"1164"	"tBodyGyro-mean()-Z"	15	0.0906658516
"1165"	"tBodyGyro-std()-X"	15	-0.696859473045732
"1166"	"tBodyGyro-std()-Y"	15	-0.708779069191463
"1167"	"tBodyGyro-std()-Z"	15	-0.721826987530488
"1168"	"tBodyGyroJerk-mean()-X"	15	-0.0960910108539634
"1169"	"tBodyGyroJerk-mean()-Y"	15	-0.0441270690182012
"1170"	"tBodyGyroJerk-mean()-Z"	15	-0.0555645456881098
"1171"	"tBodyGyroJerk-std()-X"	15	-0.731382711036585
"1172"	"tBodyGyroJerk-std()-Y"	15	-0.853956592073171
"1173"	"tBodyGyroJerk-std()-Z"	15	-0.795626198384146
"1174"	"tBodyGyroJerkMag-mean()"	15	-0.805282669512195
"1175"	"tBodyGyroJerkMag-std()"	15	-0.837120078079268
"1176"	"tBodyGyroMag-mean()"	15	-0.617721779796037
"1177"	"tBodyGyroMag-std()"	15	-0.675336960047866
"1178"	"tGravityAcc-mean()-X"	15	0.688872511512195
"1179"	"tGravityAcc-mean()-Y"	15	0.102660491875
"1180"	"tGravityAcc-mean()-Z"	15	0.0372897701757012
"1181"	"tGravityAcc-std()-X"	15	-0.968733398628049
"1182"	"tGravityAcc-std()-Y"	15	-0.956369493993902
"1183"	"tGravityAcc-std()-Z"	15	-0.947240058048781
"1184"	"tGravityAccMag-mean()"	15	-0.527285352000488
"1185"	"tGravityAccMag-std()"	15	-0.557147874176037
"1186"	"fBodyAcc-mean()-X"	16	-0.700885147341803
"1187"	"fBodyAcc-mean()-Y"	16	-0.671572147098798
"1188"	"fBodyAcc-mean()-Z"	16	-0.660989948160437
"1189"	"fBodyAcc-meanFreq()-X"	16	-0.238570460241803
"1190"	"fBodyAcc-meanFreq()-Y"	16	-0.0276434719766667
"1191"	"fBodyAcc-meanFreq()-Z"	16	0.0278234635724863
"1192"	"fBodyAcc-std()-X"	16	-0.656969045058415
"1193"	"fBodyAcc-std()-Y"	16	-0.661844530506831
"1194"	"fBodyAcc-std()-Z"	16	-0.605646725307104
"1195"	"fBodyAccJerk-mean()-X"	16	-0.744662041612022
"1196"	"fBodyAccJerk-mean()-Y"	16	-0.748627001551913
"1197"	"fBodyAccJerk-mean()-Z"	16	-0.752302172079235
"1198"	"fBodyAccJerk-meanFreq()-X"	16	-0.0318889109278689
"1199"	"fBodyAccJerk-meanFreq()-Y"	16	-0.194511969031749
"1200"	"fBodyAccJerk-meanFreq()-Z"	16	-0.170592442202459
"1201"	"fBodyAccJerk-std()-X"	16	-0.73477673661306
"1202"	"fBodyAccJerk-std()-Y"	16	-0.738434398105465
"1203"	"fBodyAccJerk-std()-Z"	16	-0.782089515344262
"1204"	"fBodyAccMag-mean()"	16	-0.666962508246721
"1205"	"fBodyAccMag-meanFreq()"	16	0.0558668214710383
"1206"	"fBodyAccMag-std()"	16	-0.712680990765301
"1207"	"fBodyBodyAccJerkMag-mean()"	16	-0.713167613706148
"1208"	"fBodyBodyAccJerkMag-meanFreq()"	16	0.221683632275519
"1209"	"fBodyBodyAccJerkMag-std()"	16	-0.729869398769672
"1210"	"fBodyBodyGyroJerkMag-mean()"	16	-0.87277228273224
"1211"	"fBodyBodyGyroJerkMag-meanFreq()"	16	0.153211239562049
"1212"	"fBodyBodyGyroJerkMag-std()"	16	-0.886533212213115
"1213"	"fBodyBodyGyroMag-mean()"	16	-0.81712881920765
"1214"	"fBodyBodyGyroMag-meanFreq()"	16	-0.0501221341519126
"1215"	"fBodyBodyGyroMag-std()"	16	-0.802078223409836
"1216"	"fBodyGyro-mean()-X"	16	-0.789780147036612
"1217"	"fBodyGyro-mean()-Y"	16	-0.815962130027322
"1218"	"fBodyGyro-mean()-Z"	16	-0.756286641721311
"1219"	"fBodyGyro-meanFreq()-X"	16	-0.137899091231284
"1220"	"fBodyGyro-meanFreq()-Y"	16	-0.158018408842896
"1221"	"fBodyGyro-meanFreq()-Z"	16	-0.0538946293731967
"1222"	"fBodyGyro-std()-X"	16	-0.804991831502732
"1223"	"fBodyGyro-std()-Y"	16	-0.809421448142077
"1224"	"fBodyGyro-std()-Z"	16	-0.756993640724044
"1225"	"tBodyAcc-mean()-X"	16	0.277887440374317
"1226"	"tBodyAcc-mean()-Y"	16	-0.0158567888309016
"1227"	"tBodyAcc-mean()-Z"	16	-0.107263924445355
"1228"	"tBodyAcc-std()-X"	16	-0.668161498298634
"1229"	"tBodyAcc-std()-Y"	16	-0.649947067892896
"1230"	"tBodyAcc-std()-Z"	16	-0.603819902386066
"1231"	"tBodyAccJerk-mean()-X"	16	0.0775488885374317
"1232"	"tBodyAccJerk-mean()-Y"	16	0.00884018328270219
"1233"	"tBodyAccJerk-mean()-Z"	16	-0.00143730005564208
"1234"	"tBodyAccJerk-std()-X"	16	-0.72786174352459
"1235"	"tBodyAccJerk-std()-Y"	16	-0.735080198043716
"1236"	"tBodyAccJerk-std()-Z"	16	-0.767873049380055
"1237"	"tBodyAccJerkMag-mean()"	16	-0.725246870486339
"1238"	"tBodyAccJerkMag-std()"	16	-0.719647028238525
"1239"	"tBodyAccMag-mean()"	16	-0.616131116889044
"1240"	"tBodyAccMag-std()"	16	-0.661719690491803
"1241"	"tBodyGyro-mean()-X"	16	-0.0122341446725137
"1242"	"tBodyGyro-mean()-Y"	16	-0.0724444803980874
"1243"	"tBodyGyro-mean()-Z"	16	0.0730144651530055
"1244"	"tBodyGyro-std()-X"	16	-0.799534450491803
"1245"	"tBodyGyro-std()-Y"	16	-0.810124133715847
"1246"	"tBodyGyro-std()-Z"	16	-0.737629967961749
"1247"	"tBodyGyroJerk-mean()-X"	16	-0.107361614801257
"1248"	"tBodyGyroJerk-mean()-Y"	16	-0.0416615668939617
"1249"	"tBodyGyroJerk-mean()-Z"	16	-0.0539470410873497
"1250"	"tBodyGyroJerk-std()-X"	16	-0.858298719153005
"1251"	"tBodyGyroJerk-std()-Y"	16	-0.86957312057377
"1252"	"tBodyGyroJerk-std()-Z"	16	-0.837039926065574
"1253"	"tBodyGyroJerkMag-mean()"	16	-0.860446372459016
"1254"	"tBodyGyroJerkMag-std()"	16	-0.87480016568306
"1255"	"tBodyGyroMag-mean()"	16	-0.718168775628415
"1256"	"tBodyGyroMag-std()"	16	-0.78482286579235
"1257"	"tGravityAcc-mean()-X"	16	0.700906130308743
"1258"	"tGravityAcc-mean()-Y"	16	-0.0605235993797814
"1259"	"tGravityAcc-mean()-Z"	16	0.0402075536234973
"1260"	"tGravityAcc-std()-X"	16	-0.971156432131148
"1261"	"tGravityAcc-std()-Y"	16	-0.964727519945355
"1262"	"tGravityAcc-std()-Z"	16	-0.945294028639344
"1263"	"tGravityAccMag-mean()"	16	-0.616131116889044
"1264"	"tGravityAccMag-std()"	16	-0.661719690491803
"1265"	"fBodyAcc-mean()-X"	17	-0.651780423718288
"1266"	"fBodyAcc-mean()-Y"	17	-0.601741376260245
"1267"	"fBodyAcc-mean()-Z"	17	-0.718947424896739
"1268"	"fBodyAcc-meanFreq()-X"	17	-0.226292383353533
"1269"	"fBodyAcc-meanFreq()-Y"	17	0.00529992922366848
"1270"	"fBodyAcc-meanFreq()-Z"	17	0.00755635803706522
"1271"	"fBodyAcc-std()-X"	17	-0.59351017342337
